Nbr threads,Time
1,0.78
2,0.78
3,0.78
4,0.78
5,0.78
6,0.78
7,0.78
8,0.78
9,0.80
10,0.81
11,0.91
12,1.02
13,1.04
14,1.06
15,1.18
16,1.25
